270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
272003	N-	----ASM-	χρόνον	χρόνος	.	xro/noj
272004	C-	--------	Καὶ	καί		kai/
272004	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272004	N-	----APM-	θρόνους	θρόνος	,	qro/noj
272004	C-	--------	καὶ	καί		kai/
272004	V-	3AAI-P--	ἐκάθισαν	καθίζω		kaqi/zw
272004	P-	--------	ἐπ	ἐπί		e)pi/
272004	RP	----APM-	αὐτούς	ἑαυτοῦ	,	e(autou=
272004	C-	--------	καὶ	καί		kai/
272004	N-	----NSN-	κρίμα	κρίμα		kri/ma
272004	V-	3API-S--	ἐδόθη	δίδωμι		di/dwmi
272004	RP	----DPM-	αὐτοῖς	αὐτός	,	au)to/j
272004	C-	--------	καὶ	καί		kai/
272004	RA	----APF-	τὰς	ὁ		o(
272004	N-	----APF-	ψυχὰς	ψυχή		yuxh/
272004	RA	----GPM-	τῶν	ὁ		o(
272004	V-	-XPPGPM-	πεπελεκισμένων	πελεκίζω		peleki/zw
272004	P-	--------	διὰ	διά		dia/
272004	RA	----ASF-	τὴν	ὁ		o(
272004	N-	----ASF-	μαρτυρίαν	μαρτυρία		marturi/a
272004	N-	----GSM-	Ἰησοῦ	Ἰησοῦς		I)hsou=j
272004	C-	--------	καὶ	καί		kai/
272004	P-	--------	διὰ	διά		dia/
272004	RA	----ASM-	τὸν	ὁ		o(
272004	N-	----ASM-	λόγον	λόγος		lo/goj
272004	RA	----GSM-	τοῦ	ὁ		o(
272004	N-	----GSM-	θεοῦ	θεός	,	qeo/j
272004	C-	--------	καὶ	καί		kai/
272004	RR	----NPM-	οἵτινες	ὅστις		o(/stij
272004	D-	--------	οὐ	οὐ		ou)
272004	V-	3AAI-P--	προσεκύνησαν	προσκυνέω		proskune/w
272004	RA	----ASN-	τὸ	ὁ		o(
272004	N-	----ASN-	θηρίον	θηρίον		qhri/on
272004	C-	--------	οὐδὲ	οὐδέ		ou)de/
272004	RA	----ASF-	τὴν	ὁ		o(
272004	N-	----ASF-	εἰκόνα	εἰκών		ei)kw/n
272004	RP	----GSN-	αὐτοῦ	αὐτός		au)to/j
272004	C-	--------	καὶ	καί		kai/
272004	D-	--------	οὐκ	οὐ		ou)
272004	V-	3AAI-P--	ἔλαβον	λαμβάνω		lamba/nw
272004	RA	----ASN-	τὸ	ὁ		o(
272004	N-	----ASN-	χάραγμα	χάραγμα		xa/ragma
272004	P-	--------	ἐπὶ	ἐπί		e)pi/
272004	RA	----ASN-	τὸ	ὁ		o(
272004	N-	----ASN-	μέτωπον	μέτωπον		me/twpon
272004	C-	--------	καὶ	καί		kai/
272004	P-	--------	ἐπὶ	ἐπί		e)pi/
272004	RA	----ASF-	τὴν	ὁ		o(
272004	N-	----ASF-	χεῖρα	χείρ		xei/r
272004	RP	----GPM-	αὐτῶν	αὐτός	·	au)to/j
272004	C-	--------	καὶ	καί		kai/
272004	V-	3AAI-P--	ἔζησαν	ζάω		za/w
272004	C-	--------	καὶ	καί		kai/
272004	V-	3AAI-P--	ἐβασίλευσαν	βασιλεύω		basileu/w
272004	P-	--------	μετὰ	μετά		meta/
272004	RA	----GSM-	τοῦ	ὁ		o(
272004	N-	----GSM-	χριστοῦ	Χριστός		Xristo/j
272004	A-	----APN-	χίλια	χίλιοι		xi/lioi
272004	N-	----APN-	ἔτη	ἔτος	.	e)/toj
272005	RA	----NPM-	οἱ	ὁ		o(
272005	A-	----NPM-	λοιποὶ	λοιπός		loipo/j
272005	RA	----GPM-	τῶν	ὁ		o(
272005	A-	----GPM-	νεκρῶν	νεκρός		nekro/j
272005	D-	--------	οὐκ	οὐ		ou)
272005	V-	3AAI-P--	ἔζησαν	ζάω		za/w
272005	C-	--------	ἄχρι	ἄχρι		a)/xri
272005	V-	3APS-S--	τελεσθῇ	τελέω		tele/w
272005	RA	----NPN-	τὰ	ὁ		o(
272005	A-	----NPN-	χίλια	χίλιοι		xi/lioi
272005	N-	----NPN-	ἔτη	ἔτος	.	e)/toj
272005	RD	----NSF-	αὕτη	οὗτος		ou(=toj
272005	RA	----NSF-	ἡ	ὁ		o(
272005	N-	----NSF-	ἀνάστασις	ἀνάστασις		a)na/stasij
272005	RA	----NSF-	ἡ	ὁ		o(
272005	A-	----NSF-	πρώτη	πρῶτος	.	prw=toj
272006	A-	----NSM-	μακάριος	μακάριος		maka/rioj
272006	C-	--------	καὶ	καί		kai/
272006	A-	----NSM-	ἅγιος	ἅγιος		a(/gioj
272006	RA	----NSM-	ὁ	ὁ		o(
272006	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
272006	N-	----ASN-	μέρος	μέρος		me/roj
272006	P-	--------	ἐν	ἐν		e)n
272006	RA	----DSF-	τῇ	ὁ		o(
272006	N-	----DSF-	ἀναστάσει	ἀνάστασις		a)na/stasij
272006	RA	----DSF-	τῇ	ὁ		o(
272006	A-	----DSF-	πρώτῃ	πρῶτος	·	prw=toj
272006	P-	--------	ἐπὶ	ἐπί		e)pi/
272006	RD	----GPM-	τούτων	οὗτος		ou(=toj
272006	RA	----NSM-	ὁ	ὁ		o(
272006	A-	----NSM-	δεύτερος	δεύτερος		deu/teroj
272006	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272006	D-	--------	οὐκ	οὐ		ou)
272006	V-	3PAI-S--	ἔχει	ἔχω		e)/xw
272006	N-	----ASF-	ἐξουσίαν	ἐξουσία	,	e)cousi/a
272006	C-	--------	ἀλλ	ἀλλά		a)lla/
272006	V-	3FMI-P--	ἔσονται	εἰμί		ei)mi/
272006	N-	----NPM-	ἱερεῖς	ἱερεύς		i(ereu/j
272006	RA	----GSM-	τοῦ	ὁ		o(
272006	N-	----GSM-	θεοῦ	θεός		qeo/j
272006	C-	--------	καὶ	καί		kai/
272006	RA	----GSM-	τοῦ	ὁ		o(
272006	N-	----GSM-	χριστοῦ	Χριστός	,	Xristo/j
272006	C-	--------	καὶ	καί		kai/
272006	V-	3FAI-P--	βασιλεύσουσιν	βασιλεύω		basileu/w
272006	P-	--------	μετ	μετά		meta/
272006	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
272006	A-	----APN-	χίλια	χίλιοι		xi/lioi
272006	N-	----APN-	ἔτη	ἔτος	.	e)/toj
272007	C-	--------	Καὶ	καί		kai/
272007	C-	--------	ὅταν	ὅταν		o(/tan
272007	V-	3APS-S--	τελεσθῇ	τελέω		tele/w
272007	RA	----NPN-	τὰ	ὁ		o(
272007	A-	----NPN-	χίλια	χίλιοι		xi/lioi
272007	N-	----NPN-	ἔτη	ἔτος	,	e)/toj
272007	V-	3FPI-S--	λυθήσεται	λύω		lu/w
272007	RA	----NSM-	ὁ	ὁ		o(
272007	N-	----NSM-	Σατανᾶς	Σατανᾶς		Satana=j
272007	P-	--------	ἐκ	ἐκ		e)k
272007	RA	----GSF-	τῆς	ὁ		o(
272007	N-	----GSF-	φυλακῆς	φυλακή		fulakh/
272007	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
272008	C-	--------	καὶ	καί		kai/
272008	V-	3FMI-S--	ἐξελεύσεται	ἐξέρχομαι		e)ce/rxomai
272008	V-	-AAN----	πλανῆσαι	πλανάω		plana/w
272008	RA	----APN-	τὰ	ὁ		o(
272008	N-	----APN-	ἔθνη	ἔθνος		e)/qnoj
272008	RA	----APN-	τὰ	ὁ		o(
272008	P-	--------	ἐν	ἐν		e)n
272008	RA	----DPF-	ταῖς	ὁ		o(
272008	A-	----DPF-	τέσσαρσι	τέσσαρες		te/ssarej
272008	N-	----DPF-	γωνίαις	γωνία		gwni/a
272008	RA	----GSF-	τῆς	ὁ		o(
272008	N-	----GSF-	γῆς	γῆ	,	gh=
272008	RA	----ASM-	τὸν	ὁ		o(
272008	N-	----ASM-	Γὼγ	Γώγ		Gw/g
272008	C-	--------	καὶ	καί		kai/
272008	N-	----ASM-	Μαγώγ	Μαγώγ	,	Magw/g
272008	V-	-AAN----	συναγαγεῖν	συνάγω		suna/gw
272008	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
272008	P-	--------	εἰς	εἰς		ei)j
272008	RA	----ASM-	τὸν	ὁ		o(
272008	N-	----ASM-	πόλεμον	πόλεμος	,	po/lemoj
272008	RR	----GPM-	ὧν	ὅς		o(/j
272008	RA	----NSM-	ὁ	ὁ		o(
272008	N-	----NSM-	ἀριθμὸς	ἀριθμός		a)riqmo/j
272008	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
272008	C-	--------	ὡς	ὡς		w(j
272008	RA	----NSF-	ἡ	ὁ		o(
272008	N-	----NSF-	ἄμμος	ἄμμος		a)/mmoj
272008	RA	----GSF-	τῆς	ὁ		o(
272008	N-	----GSF-	θαλάσσης	θάλασσα	.	qa/lassa
272009	C-	--------	καὶ	καί		kai/
272009	V-	3AAI-P--	ἀνέβησαν	ἀναβαίνω		a)nabai/nw
272009	P-	--------	ἐπὶ	ἐπί		e)pi/
272009	RA	----ASN-	τὸ	ὁ		o(
272009	N-	----ASN-	πλάτος	πλάτος		pla/toj
272009	RA	----GSF-	τῆς	ὁ		o(
272009	N-	----GSF-	γῆς	γῆ	,	gh=
272009	C-	--------	καὶ	καί		kai/
272009	V-	3AAI-P--	ἐκύκλευσαν	κυκλεύω		kukleu/w
272009	RA	----ASF-	τὴν	ὁ		o(
272009	N-	----ASF-	παρεμβολὴν	παρεμβολή		parembolh/
272009	RA	----GPM-	τῶν	ὁ		o(
272009	A-	----GPM-	ἁγίων	ἅγιος		a(/gioj
272009	C-	--------	καὶ	καί		kai/
272009	RA	----ASF-	τὴν	ὁ		o(
272009	N-	----ASF-	πόλιν	πόλις		po/lij
272009	RA	----ASF-	τὴν	ὁ		o(
272009	V-	-XPPASF-	ἠγαπημένην	ἀγαπάω	.	a)gapa/w
272009	C-	--------	καὶ	καί		kai/
272009	V-	3AAI-S--	κατέβη	καταβαίνω		katabai/nw
272009	N-	----NSN-	πῦρ	πῦρ		pu=r
272009	P-	--------	ἐκ	ἐκ		e)k
272009	RA	----GSM-	τοῦ	ὁ		o(
272009	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
272009	C-	--------	καὶ	καί		kai/
272009	V-	3AAI-S--	κατέφαγεν	κατεσθίω		katesqi/w
272009	RP	----APM-	αὐτούς	ἑαυτοῦ	·	e(autou=
272010	C-	--------	καὶ	καί		kai/
272010	RA	----NSM-	ὁ	ὁ		o(
272010	A-	----NSM-	διάβολος	διάβολος		dia/boloj
272010	RA	----NSM-	ὁ	ὁ		o(
272010	V-	-PAPNSM-	πλανῶν	πλανάω		plana/w
272010	RP	----APM-	αὐτοὺς	ἑαυτοῦ		e(autou=
272010	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
272010	P-	--------	εἰς	εἰς		ei)j
272010	RA	----ASF-	τὴν	ὁ		o(
272010	N-	----ASF-	λίμνην	λίμνη		li/mnh
272010	RA	----GSN-	τοῦ	ὁ		o(
272010	N-	----GSN-	πυρὸς	πῦρ		pu=r
272010	C-	--------	καὶ	καί		kai/
272010	N-	----GSN-	θείου	θεῖον	,	qei=on
272010	D-	--------	ὅπου	ὅπου		o(/pou
272010	D-	--------	καὶ	καί		kai/
272010	RA	----NSN-	τὸ	ὁ		o(
272010	N-	----NSN-	θηρίον	θηρίον		qhri/on
272010	C-	--------	καὶ	καί		kai/
272010	RA	----NSM-	ὁ	ὁ		o(
272010	N-	----NSM-	ψευδοπροφήτης	ψευδοπροφήτης	,	yeudoprofh/thj
272010	C-	--------	καὶ	καί		kai/
272010	V-	3FPI-P--	βασανισθήσονται	βασανίζω		basani/zw
272010	N-	----GSF-	ἡμέρας	ἡμέρα		h(me/ra
272010	C-	--------	καὶ	καί		kai/
272010	N-	----GSF-	νυκτὸς	νύξ		nu/c
272010	P-	--------	εἰς	εἰς		ei)j
272010	RA	----APM-	τοὺς	ὁ		o(
272010	N-	----APM-	αἰῶνας	αἰών		ai)w/n
272010	RA	----GPM-	τῶν	ὁ		o(
272010	N-	----GPM-	αἰώνων	αἰών	.	ai)w/n
272011	C-	--------	Καὶ	καί		kai/
272011	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272011	N-	----ASM-	θρόνον	θρόνος		qro/noj
272011	A-	----ASM-	μέγαν	μέγας		me/gaj
272011	A-	----ASM-	λευκὸν	λευκός		leuko/j
272011	C-	--------	καὶ	καί		kai/
272011	RA	----ASM-	τὸν	ὁ		o(
272011	V-	-PMPASM-	καθήμενον	κάθημαι		ka/qhmai
272011	P-	--------	ἐπ	ἐπί		e)pi/
272011	RP	----GSM-	αὐτοῦ	αὐτός	,	au)to/j
272011	RR	----GSM-	οὗ	ὅς		o(/j
272011	P-	--------	ἀπὸ	ἀπό		a)po/
272011	RA	----GSN-	τοῦ	ὁ		o(
272011	N-	----GSN-	προσώπου	πρόσωπον		pro/swpon
272011	V-	3AAI-S--	ἔφυγεν	φεύγω		feu/gw
272011	RA	----NSF-	ἡ	ὁ		o(
272011	N-	----NSF-	γῆ	γῆ		gh=
272011	C-	--------	καὶ	καί		kai/
272011	RA	----NSM-	ὁ	ὁ		o(
272011	N-	----NSM-	οὐρανός	οὐρανός	,	ou)rano/j
272011	C-	--------	καὶ	καί		kai/
272011	N-	----NSM-	τόπος	τόπος		to/poj
272011	D-	--------	οὐχ	οὐ		ou)
272011	V-	3API-S--	εὑρέθη	εὑρίσκω		eu(ri/skw
272011	RP	----DPM-	αὐτοῖς	αὐτός	.	au)to/j
272012	C-	--------	καὶ	καί		kai/
272012	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272012	RA	----APM-	τοὺς	ὁ		o(
272012	A-	----APM-	νεκρούς	νεκρός	,	nekro/j
272012	RA	----APM-	τοὺς	ὁ		o(
272012	A-	----APM-	μεγάλους	μέγας		me/gaj
272012	C-	--------	καὶ	καί		kai/
272012	RA	----APM-	τοὺς	ὁ		o(
272012	A-	----APM-	μικρούς	μικρός	,	mikro/j
272012	V-	-XAPAPM-	ἑστῶτας	ἵστημι		i(/sthmi
272012	P-	--------	ἐνώπιον	ἐνώπιον		e)nw/pion
272012	RA	----GSM-	τοῦ	ὁ		o(
272012	N-	----GSM-	θρόνου	θρόνος	,	qro/noj
272012	C-	--------	καὶ	καί		kai/
272012	N-	----NPN-	βιβλία	βιβλίον		bibli/on
272012	V-	3API-P--	ἠνοίχθησαν	ἀνοίγω	·	a)noi/gw
272012	C-	--------	καὶ	καί		kai/
272012	A-	----NSN-	ἄλλο	ἄλλος		a)/lloj
272012	N-	----NSN-	βιβλίον	βιβλίον		bibli/on
272012	V-	3API-S--	ἠνοίχθη	ἀνοίγω	,	a)noi/gw
272012	RR	----NSN-	ὅ	ὅς		o(/j
272012	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
272012	RA	----GSF-	τῆς	ὁ		o(
272012	N-	----GSF-	ζωῆς	ζωή	·	zwh/
272012	C-	--------	καὶ	καί		kai/
272012	V-	3API-P--	ἐκρίθησαν	κρίνω		kri/nw
272012	RA	----NPM-	οἱ	ὁ		o(
272012	A-	----NPM-	νεκροὶ	νεκρός		nekro/j
272012	P-	--------	ἐκ	ἐκ		e)k
272012	RA	----GPN-	τῶν	ὁ		o(
272012	V-	-XPPGPN-	γεγραμμένων	γράφω		gra/fw
272012	P-	--------	ἐν	ἐν		e)n
272012	RA	----DPN-	τοῖς	ὁ		o(
272012	N-	----DPN-	βιβλίοις	βιβλίον		bibli/on
272012	P-	--------	κατὰ	κατά		kata/
272012	RA	----APN-	τὰ	ὁ		o(
272012	N-	----APN-	ἔργα	ἔργον		e)/rgon
272012	RP	----GPM-	αὐτῶν	αὐτός	.	au)to/j
272013	C-	--------	καὶ	καί		kai/
272013	V-	3AAI-S--	ἔδωκεν	δίδωμι		di/dwmi
272013	RA	----NSF-	ἡ	ὁ		o(
272013	N-	----NSF-	θάλασσα	θάλασσα		qa/lassa
272013	RA	----APM-	τοὺς	ὁ		o(
272013	A-	----APM-	νεκροὺς	νεκρός		nekro/j
272013	RA	----APM-	τοὺς	ὁ		o(
272013	P-	--------	ἐν	ἐν		e)n
272013	RP	----DSF-	αὐτῇ	αὐτός	,	au)to/j
272013	C-	--------	καὶ	καί		kai/
272013	RA	----NSM-	ὁ	ὁ		o(
272013	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272013	C-	--------	καὶ	καί		kai/
272013	RA	----NSM-	ὁ	ὁ		o(
272013	N-	----NSM-	ᾅδης	ᾅδης		a(/|dhj
272013	V-	3AAI-P--	ἔδωκαν	δίδωμι		di/dwmi
272013	RA	----APM-	τοὺς	ὁ		o(
272013	A-	----APM-	νεκροὺς	νεκρός		nekro/j
272013	RA	----APM-	τοὺς	ὁ		o(
272013	P-	--------	ἐν	ἐν		e)n
272013	RP	----DPM-	αὐτοῖς	αὐτός	,	au)to/j
272013	C-	--------	καὶ	καί		kai/
272013	V-	3API-P--	ἐκρίθησαν	κρίνω		kri/nw
272013	A-	----NSM-	ἕκαστος	ἕκαστος		e(/kastoj
272013	P-	--------	κατὰ	κατά		kata/
272013	RA	----APN-	τὰ	ὁ		o(
272013	N-	----APN-	ἔργα	ἔργον		e)/rgon
272013	RP	----GPM-	αὐτῶν	αὐτός	.	au)to/j
272014	C-	--------	καὶ	καί		kai/
272014	RA	----NSM-	ὁ	ὁ		o(
272014	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272014	C-	--------	καὶ	καί		kai/
272014	RA	----NSM-	ὁ	ὁ		o(
272014	N-	----NSM-	ᾅδης	ᾅδης		a(/|dhj
272014	V-	3API-P--	ἐβλήθησαν	βάλλω		ba/llw
272014	P-	--------	εἰς	εἰς		ei)j
272014	RA	----ASF-	τὴν	ὁ		o(
272014	N-	----ASF-	λίμνην	λίμνη		li/mnh
272014	RA	----GSN-	τοῦ	ὁ		o(
272014	N-	----GSN-	πυρός	πῦρ	.	pu=r
272014	RD	----NSM-	οὗτος	οὗτος		ou(=toj
272014	RA	----NSM-	ὁ	ὁ		o(
272014	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272014	RA	----NSM-	ὁ	ὁ		o(
272014	A-	----NSM-	δεύτερός	δεύτερος		deu/teroj
272014	V-	3PAI-S--	ἐστιν	εἰμί	,	ei)mi/
272014	RA	----NSF-	ἡ	ὁ		o(
272014	N-	----NSF-	λίμνη	λίμνη		li/mnh
272014	RA	----GSN-	τοῦ	ὁ		o(
272014	N-	----GSN-	πυρός	πῦρ	.	pu=r
272015	C-	--------	καὶ	καί		kai/
272015	C-	--------	εἴ	εἰ		ei)
272015	RI	----NSM-	τις	τις		tij
272015	D-	--------	οὐχ	οὐ		ou)
272015	V-	3API-S--	εὑρέθη	εὑρίσκω		eu(ri/skw
272015	P-	--------	ἐν	ἐν		e)n
272015	RA	----DSF-	τῇ	ὁ		o(
272015	N-	----DSF-	βίβλῳ	βίβλος		bi/bloj
272015	RA	----GSF-	τῆς	ὁ		o(
272015	N-	----GSF-	ζωῆς	ζωή		zwh/
272015	V-	-XPPNSM-	γεγραμμένος	γράφω	,	gra/fw
272015	V-	3API-S--	ἐβλήθη	βάλλω		ba/llw
272015	P-	--------	εἰς	εἰς		ei)j
272015	RA	----ASF-	τὴν	ὁ		o(
272015	N-	----ASF-	λίμνην	λίμνη		li/mnh
272015	RA	----GSN-	τοῦ	ὁ		o(
272015	N-	----GSN-	πυρός	πῦρ	.	pu=r
272101	C-	--------	Καὶ	καί		kai/
272101	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272101	N-	----ASM-	οὐρανὸν	οὐρανός		ou)rano/j
272101	A-	----ASM-	καινὸν	καινός		kaino/j
272101	C-	--------	καὶ	καί		kai/
272101	N-	----ASF-	γῆν	γῆ		gh=
272101	A-	----ASF-	καινήν	καινός	·	kaino/j
272101	RA	----NSM-	ὁ	ὁ		o(
272101	C-	--------	γὰρ	γάρ		ga/r
272101	A-	----NSM-	πρῶτος	πρῶτος		prw=toj
272101	N-	----NSM-	οὐρανὸς	οὐρανός		ou)rano/j
272101	C-	--------	καὶ	καί		kai/
272101	RA	----NSF-	ἡ	ὁ		o(
272101	A-	----NSF-	πρώτη	πρῶτος		prw=toj
272101	N-	----NSF-	γῆ	γῆ		gh=
272101	V-	3AAI-P--	ἀπῆλθαν	ἀπέρχομαι	,	a)pe/rxomai
272101	C-	--------	καὶ	καί		kai/
272101	RA	----NSF-	ἡ	ὁ		o(
272101	N-	----NSF-	θάλασσα	θάλασσα		qa/lassa
272101	D-	--------	οὐκ	οὐ		ou)
272101	V-	3PAI-S--	ἔστιν	εἰμί		ei)mi/
272101	D-	--------	ἔτι	ἔτι	.	e)/ti
272102	C-	--------	καὶ	καί		kai/
272102	RA	----ASF-	τὴν	ὁ		o(
272102	N-	----ASF-	πόλιν	πόλις		po/lij
272102	RA	----ASF-	τὴν	ὁ		o(
272102	A-	----ASF-	ἁγίαν	ἅγιος		a(/gioj
272102	N-	----ASF-	Ἰερουσαλὴμ	Ἰερουσαλήμ		I)erousalh/m
272102	A-	----ASF-	καινὴν	καινός		kaino/j
272102	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272102	V-	-PAPASF-	καταβαίνουσαν	καταβαίνω		katabai/nw
272102	P-	--------	ἐκ	ἐκ		e)k
272102	RA	----GSM-	τοῦ	ὁ		o(
272102	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
272102	P-	--------	ἀπὸ	ἀπό		a)po/
272102	RA	----GSM-	τοῦ	ὁ		o(
272102	N-	----GSM-	θεοῦ	θεός	,	qeo/j
272102	V-	-XPPASF-	ἡτοιμασμένην	ἑτοιμάζω		e(toima/zw
272102	C-	--------	ὡς	ὡς		w(j
272102	N-	----ASF-	νύμφην	νύμφη		nu/mfh
272102	V-	-XPPASF-	κεκοσμημένην	κοσμέω		kosme/w
272102	RA	----DSM-	τῷ	ὁ		o(
272102	N-	----DSM-	ἀνδρὶ	ἀνήρ		a)nh/r
272102	RP	----GSF-	αὐτῆς	αὐτός	.	au)to/j
272103	C-	--------	καὶ	καί		kai/
272103	V-	1AAI-S--	ἤκουσα	ἀκούω		a)kou/w
272103	N-	----GSF-	φωνῆς	φωνή		fwnh/
272103	A-	----GSF-	μεγάλης	μέγας		me/gaj
272103	P-	--------	ἐκ	ἐκ		e)k
272103	RA	----GSM-	τοῦ	ὁ		o(
272103	N-	----GSM-	θρόνου	θρόνος		qro/noj
272103	V-	-PAPGSF-	λεγούσης	λέγω	·	le/gw
272103	X-	--------	Ἰδοὺ	ἰδού		i)dou/
272103	RA	----NSF-	ἡ	ὁ		o(
272103	N-	----NSF-	σκηνὴ	σκηνή		skhnh/
272103	RA	----GSM-	τοῦ	ὁ		o(
272103	N-	----GSM-	θεοῦ	θεός		qeo/j
272103	P-	--------	μετὰ	μετά		meta/
272103	RA	----GPM-	τῶν	ὁ		o(
272103	N-	----GPM-	ἀνθρώπων	ἄνθρωπος	,	a)/nqrwpoj
272103	C-	--------	καὶ	καί		kai/
272103	V-	3FAI-S--	σκηνώσει	σκηνόω		skhno/w
272103	P-	--------	μετ	μετά		meta/
272103	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
272103	C-	--------	καὶ	καί		kai/
272103	RP	----NPM-	αὐτοὶ	αὐτός		au)to/j
272103	N-	----NPM-	λαοὶ	λαός		lao/j
272103	RP	----GSM-	αὐτοῦ	αὐτός		au)to/j
272103	V-	3FMI-P--	ἔσονται	εἰμί	,	ei)mi/
272103	C-	--------	καὶ	καί		kai/
272103	RP	----NSM-	αὐτὸς	αὐτός		au)to/j
272103	RA	----NSM-	ὁ	ὁ		o(
272103	N-	----NSM-	θεὸς	θεός		qeo/j
272103	P-	--------	μετ	μετά		meta/
272103	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
272103	V-	3FMI-S--	ἔσται	εἰμί	,	ei)mi/
272104	C-	--------	καὶ	καί		kai/
272104	V-	3FAI-S--	ἐξαλείψει	ἐξαλείφω		e)calei/fw
272104	A-	----ASN-	πᾶν	πᾶς		pa=j
272104	N-	----ASN-	δάκρυον	δάκρυον		da/kruon
272104	P-	--------	ἐκ	ἐκ		e)k
272104	RA	----GPM-	τῶν	ὁ		o(
272104	N-	----GPM-	ὀφθαλμῶν	ὀφθαλμός		o)fqalmo/j
272104	RP	----GPM-	αὐτῶν	αὐτός	,	au)to/j
272104	C-	--------	καὶ	καί		kai/
272104	RA	----NSM-	ὁ	ὁ		o(
272104	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272104	D-	--------	οὐκ	οὐ		ou)
272104	V-	3FMI-S--	ἔσται	εἰμί		ei)mi/
272104	D-	--------	ἔτι	ἔτι	·	e)/ti
272104	C-	--------	οὔτε	οὔτε		ou)/te
272104	N-	----NSN-	πένθος	πένθος		pe/nqoj
272104	C-	--------	οὔτε	οὔτε		ou)/te
272104	N-	----NSF-	κραυγὴ	κραυγή		kraugh/
272104	C-	--------	οὔτε	οὔτε		ou)/te
272104	N-	----NSM-	πόνος	πόνος		po/noj
272104	D-	--------	οὐκ	οὐ		ou)
272104	V-	3FMI-S--	ἔσται	εἰμί		ei)mi/
272104	D-	--------	ἔτι	ἔτι	.	e)/ti
272104	RA	----NPN-	τὰ	ὁ		o(
272104	A-	----NPN-	πρῶτα	πρῶτος		prw=toj
272104	V-	3AAI-P--	ἀπῆλθαν	ἀπέρχομαι	.	a)pe/rxomai
272105	C-	--------	Καὶ	καί		kai/
272105	V-	3AAI-S--	εἶπεν	λέγω		le/gw
272105	RA	----NSM-	ὁ	ὁ		o(
272105	V-	-PMPNSM-	καθήμενος	κάθημαι		ka/qhmai
272105	P-	--------	ἐπὶ	ἐπί		e)pi/
272105	RA	----DSM-	τῷ	ὁ		o(
272105	N-	----DSM-	θρόνῳ	θρόνος	·	qro/noj
272105	X-	--------	Ἰδοὺ	ἰδού		i)dou/
272105	A-	----APN-	καινὰ	καινός		kaino/j
272105	V-	1PAI-S--	ποιῶ	ποιέω		poie/w
272105	A-	----APN-	πάντα	πᾶς	.	pa=j
272105	C-	--------	καὶ	καί		kai/
272105	V-	3PAI-S--	λέγει	λέγω	·	le/gw
272105	V-	2AAD-S--	Γράψον	γράφω	,	gra/fw
272105	C-	--------	ὅτι	ὅτι		o(/ti
272105	RD	----NPM-	οὗτοι	οὗτος		ou(=toj
272105	RA	----NPM-	οἱ	ὁ		o(
272105	N-	----NPM-	λόγοι	λόγος		lo/goj
272105	A-	----NPM-	πιστοὶ	πιστός		pisto/j
272105	C-	--------	καὶ	καί		kai/
272105	A-	----NPM-	ἀληθινοί	ἀληθινός		a)lhqino/j
272105	V-	3PAI-P--	εἰσιν	εἰμί	.	ei)mi/
272106	C-	--------	καὶ	καί		kai/
272106	V-	3AAI-S--	εἶπέν	λέγω		le/gw
272106	RP	----DS--	μοι	ἐγώ	·	e)gw/
272106	V-	3XAI-P--	Γέγοναν	γίνομαι	.	gi/nomai
272106	RP	----NS--	ἐγὼ	ἐγώ		e)gw/
272106	RA	----NSN-	τὸ	ὁ		o(
272106	N-	----NSN-	Ἄλφα	Ἄλφα		A)/lfa
272106	C-	--------	καὶ	καί		kai/
272106	RA	----NSN-	τὸ	ὁ		o(
272106	N-	----NSN-	Ὦ	Ὦ	,	W)=
272106	RA	----NSF-	ἡ	ὁ		o(
272106	N-	----NSF-	ἀρχὴ	ἀρχή		a)rxh/
272106	C-	--------	καὶ	καί		kai/
272106	RA	----NSN-	τὸ	ὁ		o(
272106	N-	----NSN-	τέλος	τέλος	.	te/loj
272106	RP	----NS--	ἐγὼ	ἐγώ		e)gw/
272106	RA	----DSM-	τῷ	ὁ		o(
272106	V-	-PAPDSM-	διψῶντι	διψάω		diya/w
272106	V-	1FAI-S--	δώσω	δίδωμι		di/dwmi
