1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	o(/rasij			,	O(/RASIS	O(/RASIS
48	6	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla/				A)LLA\	A)LLA/
48	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	6	A1	APN	18179	ἀκουστά	ἀκουστα	ακουστα	ἀκουστός	a)kousto/j				A)KOUSTA/	A)KOUSTO/S
48	6	RP	DS	13	σοι	σοι	σοι	σοί	soi/				SOI	SU/
48	6	VAI	AAI1S	600705	ἐποίησα	ἐποιησα	εποιησα	ποιέω	poie/w				E)POI/HSA	POIE/W
48	6	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
48	6	A1	APN	18179	καινὰ	καινα	καινα	καινός	kaino/j				KAINA\	KAINO/S
48	6	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po/				A)PO\	A)PO/
48	6	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
48	6	D		9	νῦν	νυν	νυν	νῦν	nu=n			,	NU=N	NU=N
48	6	RR	APN	14	ἃ	ἁ	α	ὅς	o(/j				A(\	O(/S
48	6	V1	PAI3S	631937	μέλλει	μελλει	μελλει	μέλλω	me/llw				ME/LLEI	ME/LLW
48	6	V1	PMN	308609	γίνεσθαι	γινεσθαι	γινεσθαι	γίνομαι	gi/nomai			,	GI/NESQAI	GI/GNOMAI
48	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
48	6	VAI	AAI2S	633473	εἶπας	εἰπας	ειπας	ἔπω	e)/pw			.	EI)=PAS	EI)=PON
48	7	D		9	νῦν	νυν	νυν	νῦν	nu=n				NU=N	NU=N
48	7	V1	PMI3S	636033	γίνεται	γινεται	γινεται	γίνομαι	gi/nomai				GI/NETAI	GI/GNOMAI
48	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	7	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
48	7	D		9	πάλαι	παλαι	παλαι	πάλαι	pa/lai			,	PA/LAI	PA/LAI
48	7	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	7	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
48	7	A1A	DPF	14211	προτέραις	προτεραις	προτεραις	πρότερος	pro/teroj				PROTE/RAIS	PRO/TEROS
48	7	N1A	DPF	14210	ἡμέραις	ἡμεραις	ημεραις	ἡμέρα	h(me/ra				H(ME/RAIS	H(ME/RA
48	7	VAI	AAI2S	633473	ἤκουσας	ἠκουσας	ηκουσας	ἀκούω	a)kou/w				H)/KOUSAS	A)KOU/W
48	7	RD	APN	11	αὐτά	αὐτα	αυτα	αὐτός	au)to/j			·	AU)TA/	AU)TO/S
48	7	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
48	7	VB	AAS2S	633601	εἴπῃς	εἰπης	ειπης	ἔπω	e)/pw				EI)/PH|S	EI)=PON
48	7	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
48	7	X		5	Ναί	ναι	ναι	ναί	nai/			,	NAI/	NAI/
48	7	V1	PAI1S	599169	γινώσκω	γινωσκω	γινωσκω	γινώσκω	ginw/skw				GINW/SKW	GIGNW/SKW
48	7	RD	APN	11	αὐτά	αὐτα	αυτα	αὐτός	au)to/j			.	AU)TA/	AU)TO/S
48	8	C		4	οὔτε	οὐτε	ουτε	οὔτε	ou)/te				OU)/TE	OU)/TE
48	8	VZI	AAI2S	633473	ἔγνως	ἐγνως	εγνως	γινώσκω	ginw/skw				E)/GNWS	GIGNW/SKW
48	8	C		4	οὔτε	οὐτε	ουτε	οὔτε	ou)/te				OU)/TE	OU)/TE
48	8	VXI	XAI2S	633985	ἠπίστω	ἠπιστω	ηπιστω	ἐπίσταμαι	e)pi/stamai			,	H)PI/STW	E)PI/STAMAI
48	8	C		4	οὔτε	οὐτε	ουτε	οὔτε	ou)/te				OU)/TE	OU)/TE
48	8	P		8	ἀπ	ἀπ	απ	ἀπό	a)po/				A)P'	A)PO/
48	8	N1	GSF	13634	ἀρχῆς	ἀρχης	αρχης	ἀρχή	a)rxh/				A)RXH=S	A)RXH/
48	8	VAI	AAI1S	600705	ἤνοιξά	ἠνοιξα	ηνοιξα	ἀνοίγω	a)noi/gw				H)/NOICA/	OI)/GW           A)NA
48	8	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	8	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
48	8	N3T	APN	18178	ὦτα	ὠτα	ωτα	οὖς	ou)=j			·	W)=TA	OU)=S
48	8	VZI	AAI1S	600705	ἔγνων	ἐγνων	εγνων	γινώσκω	ginw/skw				E)/GNWN	GIGNW/SKW
48	8	X		5	γὰρ	γαρ	γαρ	γάρ	ga/r				GA\R	GA/R
48	8	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
48	8	V2	PAPNSM	4793793	ἀθετῶν	ἀθετων	αθετων	ἀθετέω	a)qete/w				A)QETW=N	A)QETE/W
48	8	VF	FAI2S	632961	ἀθετήσεις	ἀθετησεις	αθετησεις	ἀθετέω	a)qete/w				A)QETH/SEIS	A)QETE/W
48	8	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	8	A1B	NSM	9347	ἄνομος	ἀνομος	ανομος	ἄνομος	a)/nomoj				A)/NOMOS	A)/NOMOS
48	8	D		9	ἔτι	ἐτι	ετι	ἔτι	e)/ti				E)/TI	E)/TI
48	8	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
48	8	N1A	GSF	13634	κοιλίας	κοιλιας	κοιλιας	κοιλία	koili/a				KOILI/AS	KOILI/A
48	8	VC	FPI2S	641153	κηλθήσῃ	κηλθηση	κηλθηση	καλέω	kale/w			.	KLHQH/SH|	KALE/W
48	9	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e(/neka				E(/NEKEN	E(/NEKEN
48	9	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
48	9	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou=				E)MOU=	E)GW/
48	9	N3M	GSN	17730	ὀνόματος	ὀνοματος	ονοματος	ὄνομα	o)/noma				O)NO/MATOS	O)/NOMA
48	9	VF	FAI1S	600193	δείξω	δειξω	δειξω	δεικνύω	deiknu/w				DEI/CW	DEIKNU/W
48	9	RP	DS	13	σοι	σοι	σοι	σοί	soi/				SOI	SU/
48	9	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
48	9	N2	ASM	9474	θυμόν	θυμον	θυμον	θυμός	qumo/j				QUMO/N	QUMO/S
48	9	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
48	9	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	9	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
48	9	A1B	APN	18179	ἔνδοξά	ἐνδοξα	ενδοξα	ἔνδοξος	e)/ndocoj				E)/NDOCA/	E)/NDOCOS
48	9	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
48	9	VF	FAI1S	600193	ἐπάξω	ἐπαξω	επαξω	ἐπάγω	e)pa/gw				E)PA/CW	A)/GW            E)PI
48	9	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
48	9	RP	DS	13	σοί	σοι	σοι	σοί	soi/			,	SOI/	SU/
48	9	C		4	ἵνα	ἱνα	ινα	ἵνα	i(/na				I(/NA	I(/NA
48	9	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
48	9	VA	AAS1S	600833	ἐξολεθρεύσω	ἐξολεθρευσω	εξολεθρευσω	ἐξολοθρεύω	e)coloqreu/w				E)COLEQREU/SW	O)LEQREU/W       E)K
48	9	RP	AS	13	σε	σε	σε	σέ	se/			.	SE	SU/
48	10	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
48	10	VX	XAI1S	601217	πέπρακά	πεπρακα	πεπρακα	πιπράσκω	pipra/skw				PE/PRAKA/	PIPRA/SKW
48	10	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
48	10	D		9	οὐχ	οὐχ	ουχ	οὐ	ou)				OU)X	OU)
48	10	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e(/neka				E(/NEKEN	E(/NEKEN
48	10	N2N	GSN	17730	ἀργυρίου	ἀργυριου	αργυριου	ἀργύριον	a)rgu/rion			,	A)RGURI/OU	A)RGU/RION
48	10	VB	AMI1S	604801	ἐξειλάμην	ἐξειλαμην	εξειλαμην	ἐξαιρέω	e)caire/w				E)CEILA/MHN	AI(RE/W          E)K
48	10	X		5	δέ	δε	δε	δέ	de/				DE/	DE/
48	10	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
48	10	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k				E)K	E)K
48	10	N2	GSM	9538	καμίνου	καμινου	καμινου	κάμινος	ka/minoj				KAMI/NOU	KA/MINOS
48	10	N1A	GSF	13634	πτωχείας	πτωχειας	πτωχειας	πτωχεία	ptwxei/a			·	PTWXEI/AS	PTWXEI/A
48	11	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα	e(/neka				E(/NEKEN	E(/NEKEN
48	11	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ	e)mou=				E)MOU=	E)GW/
48	11	VA	AAS1S	600833	ποιήσω	ποιησω	ποιησω	ποιέω	poie/w				POIH/SW	POIE/W
48	11	RP	DS	13	σοι	σοι	σοι	σοί	soi/			,	SOI	SU/
48	11	C		4	ὅτι	ὁτι	οτι	ὅτι	o(/ti				O(/TI	O(/TI
48	11	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
48	11	A1	NSM	9347	ἐμὸν	ἐμον	εμον	ἐμός	e)mo/j				E)MO\N	E)MO/S
48	11	N3M	NSN	17538	ὄνομα	ὀνομα	ονομα	ὄνομα	o)/noma				O)/NOMA	O)/NOMA
48	11	V4	PPI3S	640129	βεβηλοῦται	βεβηλουται	βεβηλουται	βεβηλόω	bebhlo/w			,	BEBHLOU=TAI	BEBHLO/W
48	11	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	11	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
48	11	N1S	ASF	13570	δόξαν	δοξαν	δοξαν	δόξα	do/ca				DO/CAN	DO/CA
48	11	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
48	11	A1A	DSM	9603	ἑτέρῳ	ἑτερω	ετερω	ἕτερος	e(/teroj				E(TE/RW|	E(/TEROS
48	11	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
48	11	VF	FAI1S	600193	δώσω	δωσω	δωσω	δίδωμι	di/dwmi			.	DW/SW	DI/DWMI
48	12	V1	PAD2S	632001	Ἄκουέ	ἀκουε	ακουε	ἀκούω	a)kou/w				A)/KOUE/	A)KOU/W
48	12	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
48	12	N	NSM	9346	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ	I)akw/b				*IAKWB	*I)AKW/B
48	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	12	N	NSM	9346	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
48	12	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
48	12	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
48	12	V2	PAI1S	599169	καλῶ	καλω	καλω	καλέω	kale/w			·	KALW=	KALE/W
48	12	RP	NS	13	ἐγώ	ἐγω	εγω	ἐγώ	e)gw/				E)GW/	E)GW/
48	12	V9	PAI1S	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi/				EI)MI	EI)MI/
48	12	A1	NSM	9347	πρῶτος	πρωτος	πρωτος	πρῶτος	prw=toj			,	PRW=TOS	PRW=TOS
48	12	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	12	RP	NS	13	ἐγώ	ἐγω	εγω	ἐγώ	e)gw/				E)GW/	E)GW/
48	12	V9	PAI1S	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi/				EI)MI	EI)MI/
48	12	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
48	12	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
48	12	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών	ai)w/n			,	AI)W=NA	AI)W/N
48	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	13	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
48	13	N3	NSF	13442	χείρ	χειρ	χειρ	χείρ	xei/r				XEI/R	XEI/R
48	13	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
48	13	VAI	AAI3S	633473	ἐθεμελίωσεν	ἐθεμελιωσεν	εθεμελιωσεν	θεμελιόω	qemelio/w				E)QEMELI/WSEN	QEMELIO/W
48	13	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
48	13	N1	ASF	13570	γῆν	γην	γην	γῆ	gh=			,	GH=N	GH=
48	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	13	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
48	13	A1A	NSF	13443	δεξιά	δεξια	δεξια	δεξιός	decio/j				DECIA/	DECIO/S
48	13	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
48	13	VAI	AAI3S	633473	ἐστερέωσεν	ἐστερεωσεν	εστερεωσεν	στερεόω	stereo/w				E)STERE/WSEN	STEREO/W
48	13	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
48	13	N2	ASM	9474	οὐρανόν	οὐρανον	ουρανον	οὐρανός	ou)rano/j			·	OU)RANO/N	OU)RANO/S
48	13	VF	FAI1S	600193	καλέσω	καλεσω	καλεσω	καλέω	kale/w				KALE/SW	KALE/W
48	13	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός	au)to/j			,	AU)TOU/S	AU)TO/S
48	13	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	13	VF	FMI3P	899201	στήσονται	στησονται	στησονται	ἵστημι	i(/sthmi				STH/SONTAI	I(/STHMI
48	13	D		9	ἅμα	ἁμα	αμα	ἅμα	a(/ma				A(/MA	A(/MA
48	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	14	VQ	FPI3P	903297	συναχθήσονται	συναχθησονται	συναχθησονται	συνάγω	suna/gw				SUNAXQH/SONTAI	A)/GW            SUN
48	14	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa=j				PA/NTES	PA=S
48	14	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	14	VF	FMI3P	899201	ἀκούσονται	ἀκουσονται	ακουσονται	ἀκούω	a)kou/w			.	A)KOU/SONTAI	A)KOU/W
48	14	RI	NSM	12	τίς	τις	τις	τίς	ti/j				TI/S	TI/S
48	14	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
48	14	VAI	AAI3S	633473	ἀνήγγειλεν	ἀνηγγειλεν	ανηγγειλεν	ἀναγγέλλω	a)nagge/llw				A)NH/GGEILEN	A)GGE/LLW        A)NA
48	14	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj			;	TAU=TA	OU(=TOS
48	14	V3	PAPNSM	4793793	ἀγαπῶν	ἀγαπων	αγαπων	ἀγαπάω	a)gapa/w				A)GAPW=N	A)GAPA/W
48	14	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
48	14	VAI	AAI1S	600705	ἐποίησα	ἐποιησα	εποιησα	ποιέω	poie/w				E)POI/HSA	POIE/W
48	14	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
48	14	N3M	ASN	17666	θέλημά	θελημα	θελημα	θέλημα	qe/lhma				QE/LHMA/	QE/LHMA
48	14	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	14	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
48	14	N3W	ASF	13570	Βαβυλῶνα	βαβυλωνα	βαβυλωνα	Βαβυλών	Babulw/n				*BABULW=NA	*BABULW/N
48	14	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
48	14	VA	AAN	306049	ἆραι	ἀραι	αραι	αἴρω	ai)/rw				A)=RAI	AI)/RW
48	14	N3M	ASN	17666	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma				SPE/RMA	SPE/RMA
48	14	N2	GPM	10050	Χαλδαίων	χαλδαιων	χαλδαιων	Χαλδαῖος	Xaldai=oj			.	*XALDAI/WN	*XALDAI=OS
48	15	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
48	15	VAI	AAI1S	600705	ἐλάλησα	ἐλαλησα	ελαλησα	λαλέω	lale/w			,	E)LA/LHSA	LALE/W
48	15	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
48	15	VAI	AAI1S	600705	ἐκάλεσα	ἐκαλεσα	εκαλεσα	καλέω	kale/w			,	E)KA/LESA	KALE/W
48	15	VBI	AAI1S	600705	ἤγαγον	ἠγαγον	ηγαγον	ἄγω	a)/gw				H)/GAGON	A)/GW
48	15	RD	ASM	11	αὐτὸν	αὐτον	αυτον	αὐτός	au)to/j				AU)TO\N	AU)TO/S
48	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	15	VA	AAI1S	600705	εὐόδωσα	εὐοδωσα	ευοδωσα	εὐοδόω	eu)odo/w				EU)O/DWSA	EU)ODO/W
48	15	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
48	15	N2	ASF	13570	ὁδὸν	ὁδον	οδον	ὁδός	o(do/j				O(DO\N	O(DO/S
48	15	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
48	16	VB	AAD2P	895681	προσαγάγετε	προσαγαγετε	προσαγαγετε	προσάγω	prosa/gw				PROSAGA/GETE	A)/GW            PROS
48	16	P		8	πρός	προς	προς	πρός	pro/j				PRO/S	PRO/S
48	16	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
48	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	16	VA	AAD2P	895681	ἀκούσατε	ἀκουσατε	ακουσατε	ἀκούω	a)kou/w				A)KOU/SATE	A)KOU/W
48	16	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	ou(=toj			·	TAU=TA	OU(=TOS
48	16	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
48	16	P		8	ἀπ	ἀπ	απ	ἀπό	a)po/				A)P'	A)PO/
48	16	N1	GSF	13634	ἀρχῆς	ἀρχης	αρχης	ἀρχή	a)rxh/				A)RXH=S	A)RXH/
48	16	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
48	16	D		9	κρυφῇ	κρυφη	κρυφη	κρυφῇ	krufh=|				KRUFH=|	KRUFH=|
48	16	VAI	AAI1S	600705	ἐλάλησα	ἐλαλησα	ελαλησα	λαλέω	lale/w				E)LA/LHSA	LALE/W
48	16	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de/				OU)DE\	OU)DE/
48	16	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
48	16	N2	DSM	9602	τόπῳ	τοπω	τοπω	τόπος	to/poj				TO/PW|	TO/POS
48	16	N1	GSF	13634	γῆς	γης	γης	γῆ	gh=				GH=S	GH=
48	16	A1	DSM	9603	σκοτεινῷ	σκοτεινω	σκοτεινω	σκοτεινός	skoteino/j			·	SKOTEINW=|	SKOTEINO/S
48	16	D		9	ἡνίκα	ἡνικα	ηνικα	ἡνίκα	h(ni/ka				H(NI/KA	H(NI/KA
48	16	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai			,	E)GE/NETO	GI/GNOMAI
48	16	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
48	16	A1	ASF	13571	ἤμην	ἠμην	ημην	ἐμός	e)mo/j			,	H)/MHN	E)MO/S
48	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	16	D		9	νῦν	νυν	νυν	νῦν	nu=n				NU=N	NU=N
48	16	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
48	16	VX	XAI3S	633985	ἀπέσταλκέν	ἀπεσταλκεν	απεσταλκεν	ἀποστέλλω	a)poste/llw				A)PE/STALKE/N	STE/LLW          A)PO
48	16	RP	AS	13	με	με	με	μέ	me/				ME	E)GW/
48	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	16	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
48	16	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα	pneu=ma				PNEU=MA	PNEU=MA
48	16	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			.	AU)TOU=	AU)TO/S
48	17	D		9	οὕτως	οὑτως	ουτως	οὕτως	ou(/twj				OU(/TWS	OU(/TWS
48	17	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
48	17	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
48	17	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
48	17	VA	AMPNSM	4799425	ῥυσάμενός	ῥυσαμενος	ρυσαμενος	ῥύομαι	r(u/omai				R(USA/MENO/S	R(U/OMAI
48	17	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
48	17	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
48	17	A1A	NSM	9347	ἅγιος	ἁγιος	αγιος	ἅγιος	a(/gioj				A(/GIOS	A(/GIOS
48	17	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l				*ISRAHL	*I)SRAH/L
48	17	RP	NS	13	Ἐγώ	ἐγω	εγω	ἐγώ	e)gw/				E)GW/	E)GW/
48	17	V9	PAI1S	599169	εἰμι	εἰμι	ειμι	εἰμί	ei)mi/				EI)MI	EI)MI/
48	17	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
48	17	N2	NSM	9346	θεός	θεος	θεος	θεός	qeo/j				QEO/S	QEO/S
48	17	RP	GS	13	σου	σου	σου	σοῦ	sou=			,	SOU	SU/
48	17	VK	XAI1S	601217	δέδειχά	δεδειχα	δεδειχα	δεικνύω	deiknu/w				DE/DEIXA/	DEIKNU/W
48	17	RP	DS	13	σοι	σοι	σοι	σοί	soi/				SOI	SU/
48	17	RA	GSN	10	τοῦ	του	του	ὁ	o(				TOU=	O(
48	17	VB	AAN	306049	εὑρεῖν	εὑρειν	ευρειν	εὑρίσκω	eu(ri/skw				EU(REI=N	EU(RI/SKW
48	17	RP	AS	13	σε	σε	σε	σέ	se/				SE	SU/
48	17	RA	ASF	10	τὴν	την	την	ὁ	o(				TH\N	O(
48	17	N2	ASF	13570	ὁδόν	ὁδον	οδον	ὁδός	o(do/j			,	O(DO/N	O(DO/S
48	17	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
48	17	RR	DSF	14	ᾗ	ἡ	η	ὅς	o(/j				H(=|	O(/S
48	17	VF	FMI2S	637057	πορεύσῃ	πορευση	πορευση	πορεύομαι	poreu/omai				POREU/SH|	POREU/OMAI
48	17	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
48	17	RD	DSF	11	αὐτῇ	αὐτη	αυτη	αὐτός	au)to/j			.	AU)TH=|	AU)TO/S
48	18	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	18	C		4	εἰ	εἰ	ει	εἰ	ei)				EI)	EI)
48	18	VAI	AAI2S	633473	ἤκουσας	ἠκουσας	ηκουσας	ἀκούω	a)kou/w				H)/KOUSAS	A)KOU/W
48	18	RA	GPF	10	τῶν	των	των	ὁ	o(				TW=N	O(
48	18	N1	GPF	14146	ἐντολῶν	ἐντολων	εντολων	ἐντολή	e)ntolh/				E)NTOLW=N	E)NTOLH/
48	18	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
48	18	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai				E)GE/NETO	GI/GNOMAI
48	18	X		5	ἂν	ἀν	αν	ἄν	a)/n				A)\N	A)/N
48	18	X		5	ὡσεὶ	ὡσει	ωσει	ὡσεί	w(sei/				W(SEI\	W(SEI/
48	18	N2	NSM	9346	ποταμὸς	ποταμος	ποταμος	ποταμός	potamo/j				POTAMO\S	POTAMO/S
48	18	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
48	18	N1	NSF	13442	εἰρήνη	εἰρηνη	ειρηνη	εἰρήνη	ei)rh/nh				EI)RH/NH	EI)RH/NH
48	18	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	18	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	18	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
48	18	N1	NSF	13442	δικαιοσύνη	δικαιοσυνη	δικαιοσυνη	δικαιοσύνη	dikaiosu/nh				DIKAIOSU/NH	DIKAIOSU/NH
48	18	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	18	X		5	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
48	18	N3M	NSN	17538	κῦμα	κυμα	κυμα	κῦμα	ku=ma				KU=MA	KU=MA
48	18	N1S	GSF	13634	θαλάσσης	θαλασσης	θαλασσης	θάλασσα	qa/lassa			·	QALA/SSHS	QA/LASSA
48	19	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	19	VBI	AMI3S	637569	ἐγένετο	ἐγενετο	εγενετο	γίνομαι	gi/nomai				E)GE/NETO	GI/GNOMAI
48	19	X		5	ἂν	ἀν	αν	ἄν	a)/n				A)\N	A)/N
48	19	X		5	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
48	19	RA	NSF	10	ἡ	ἡ	η	ὁ	o(				H(	O(
48	19	N2	NSF	13442	ἄμμος	ἀμμος	αμμος	ἄμμος	a)/mmoj				A)/MMOS	A)/MMOS
48	19	RA	NSN	10	τὸ	το	το	ὁ	o(				TO\	O(
48	19	N3M	NSN	17538	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma				SPE/RMA	SPE/RMA
48	19	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	19	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
48	19	RA	NPN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
48	19	A1B	NPN	18051	ἔκγονα	ἐκγονα	εκγονα	ἔκγονος	e)/kgonoj				E)/KGONA	E)/KGONOS
48	19	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
48	19	N1A	GSF	13634	κοιλίας	κοιλιας	κοιλιας	κοιλία	koili/a				KOILI/AS	KOILI/A
48	19	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
48	19	X		5	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
