1	1	N3M	NSN	17538	Λῆμμα	λημμα	λημμα	λῆμμα	lh=mma				LH=MMA	LH=MMA
2	15	VA	AMD2P	899777	φυλάξασθε	φυλαξασθε	φυλαξασθε	φυλάσσω	fula/ssw				FULA/CASQE	FULA/SSW
2	15	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	15	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	15	N3M	DSN	17794	πνεύματι	πνευματι	πνευματι	πνεῦμα	pneu=ma				PNEU/MATI	PNEU=MA
2	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
2	15	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	15	N3K	ASF	13570	γυναῖκα	γυναικα	γυναικα	γυνή	gunh/				GUNAI=KA	GUNH/
2	15	N3T	GSF	13634	νεότητός	νεοτητος	νεοτητος	νεότης	neo/thj				NEO/THTO/S	NEO/THS
2	15	RP	GS	13	σου	σου	σου	σοῦ	sou=				SOU	SU/
2	15	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
2	15	VB	AAS2S	633601	ἐγκαταλίπῃς	ἐγκαταλιπης	εγκαταλιπης	ἐγκαταλείπω	e)gkatalei/pw			·	E)GKATALI/PH|S	LEI/PW           E)N   KATA
2	16	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά	a)lla/				A)LLA\	A)LLA/
2	16	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a/n				E)A\N	E)A/N
2	16	VA	AAPNSM	4795329	μισήσας	μισησας	μισησας	μισέω	mise/w				MISH/SAS	MISE/W
2	16	VA	AAS2S	633601	ἐξαποστείλῃς	ἐξαποστειλης	εξαποστειλης	ἐξαποστέλλω	e)caposte/llw			,	E)CAPOSTEI/LH|S	STE/LLW          E)K   A)PO
2	16	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
2	16	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	16	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
2	16	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
2	16	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
2	16	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ	I)srah/l			,	*ISRAHL	*I)SRAH/L
2	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	16	VF	FAI3S	632961	καλύψει	καλυψει	καλυψει	καλύπτω	kalu/ptw				KALU/YEI	KALU/PTW
2	16	N1A	NSF	13442	ἀσέβεια	ἀσεβεια	ασεβεια	ἀσέβεια	a)se/beia				A)SE/BEIA	A)SE/BEIA
2	16	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
2	16	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
2	16	N3M	APN	18178	ἐνθυμήματά	ἐνθυμηματα	ενθυμηματα	ἐνθύμημα	e)nqu/mhma				E)NQUMH/MATA/	E)NQU/MHMA
2	16	RP	GS	13	σου	σου	σου	σοῦ	sou=			,	SOU	SU/
2	16	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
2	16	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
2	16	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
2	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	16	VA	AMD2P	899777	φυλάξασθε	φυλαξασθε	φυλαξασθε	φυλάσσω	fula/ssw				FULA/CASQE	FULA/SSW
2	16	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	16	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	16	N3M	DSN	17794	πνεύματι	πνευματι	πνευματι	πνεῦμα	pneu=ma				PNEU/MATI	PNEU=MA
2	16	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
2	16	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	16	D		9	οὐ	οὐ	ου	οὐ	ou)				OU)	OU)
2	16	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
2	16	VB	AAS2P	895745	ἐγκαταλίπητε	ἐγκαταλιπητε	εγκαταλιπητε	ἐγκαταλείπω	e)gkatalei/pw			.	E)GKATALI/PHTE	LEI/PW           E)N   KATA
2	17	RA	NPM	10	Οἱ	οἱ	οι	ὁ	o(				OI(	O(
2	17	V1	PAPNPM	5055937	παροξύνοντες	παροξυνοντες	παροξυνοντες	παροξύνω	parocu/nw				PAROCU/NONTES	O)CU/NW          PARA
2	17	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
2	17	N2	ASM	9474	θεὸν	θεον	θεον	θεός	qeo/j				QEO\N	QEO/S
2	17	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	17	RA	DPM	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
2	17	N2	DPM	10114	λόγοις	λογοις	λογοις	λόγος	lo/goj				LO/GOIS	LO/GOS
2	17	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n				U(MW=N	SU/
2	17	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	17	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω	e)/pw				EI)/PATE	EI)=PON
2	17	P		8	Ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	17	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/j				TI/NI	TI/S
2	17	VAI	AAI1P	862849	παρωξύναμεν	παρωξυναμεν	παρωξυναμεν	παροξύνω	parocu/nw				PARWCU/NAMEN	O)CU/NW          PARA
2	17	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός	au)to/j			;	AU)TO/N	AU)TO/S
2	17	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	17	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
2	17	V1	PAN	304513	λέγειν	λεγειν	λεγειν	λέγω	le/gw				LE/GEIN	LE/GW
2	17	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
2	17	A3	NSM	9347	Πᾶς	πας	πας	πᾶς	pa=j				PA=S	PA=S
2	17	V2	PAPNSM	4793793	ποιῶν	ποιων	ποιων	ποιέω	poie/w				POIW=N	POIE/W
2	17	A1A	ASM	9475	πονηρόν	πονηρον	πονηρον	πονηρός	ponhro/j			,	PONHRO/N	PONHRO/S
2	17	A1	ASM	9475	καλὸν	καλον	καλον	καλός	kalo/j				KALO\N	KALO/S
2	17	P		8	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιος	e)nw/pioj				E)NW/PION	E)NW/PION
2	17	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος	ku/rioj			,	KURI/OU	KU/RIOS
2	17	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
2	17	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
2	17	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
2	17	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός	au)to/j				AU)TO\S	AU)TO/S
2	17	VA	AAI3S	633473	εὐδόκησεν	εὐδοκησεν	ευδοκησεν	εὐδοκέω	eu)doke/w			·	EU)DO/KHSEN	EU)DOKE/W
2	17	C		4	καί	και	και	καί	kai/				KAI/	KAI/
2	17	D		9	Ποῦ	που	που	ποῦ	pou=				POU=	POU=
2	17	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	ei)mi/				E)STIN	EI)MI/
2	17	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
2	17	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
2	17	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
2	17	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη	dikaiosu/nh			;	DIKAIOSU/NHS	DIKAIOSU/NH
3	1	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
3	1	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
3	1	V1	PAI1S	599169	ἐξαποστέλλω	ἐξαποστελλω	εξαποστελλω	ἐξαποστέλλω	e)caposte/llw				E)CAPOSTE/LLW	STE/LLW          E)K   A)PO
3	1	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	1	N2	ASM	9474	ἄγγελόν	ἀγγελον	αγγελον	ἄγγελος	a)/ggeloj				A)/GGELO/N	A)/GGELOS
3	1	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
3	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	1	VF	FMI3S	637057	ἐπιβλέψεται	ἐπιβλεψεται	επιβλεψεται	ἐπιβλέπω	e)pible/pw				E)PIBLE/YETAI	BLE/PW           E)PI
3	1	N2	ASF	13570	ὁδὸν	ὁδον	οδον	ὁδός	o(do/j				O(DO\N	O(DO/S
3	1	P		8	πρὸ	προ	προ	πρό	pro/				PRO\	PRO/
3	1	N2N	GSN	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	pro/swpon				PROSW/POU	PRO/SWPON
3	1	RP	GS	13	μου	μου	μου	μου	mou			,	MOU	E)GW/
3	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	1	D		9	ἐξαίφνης	ἐξαιφνης	εξαιφνης	ἐξαίφνης	e)cai/fnhj				E)CAI/FNHS	E)CAI/FNHS
3	1	VF	FAI3S	632961	ἥξει	ἡξει	ηξει	ἥκω	h(/kw				H(/CEI	H(/KW
3	1	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
3	1	RA	ASM	10	τὸν	τον	τον	ὁ	o(				TO\N	O(
3	1	N2	ASM	9474	ναὸν	ναον	ναον	ναός	nao/j				NAO\N	NAO/S
3	1	RD	GSM	11	ἑαυτοῦ	ἑαυτου	εαυτου	ἑαυτοῦ	e(autou=				E(AUTOU=	E(AUTOU=
3	1	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj			,	KU/RIOS	KU/RIOS
3	1	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
3	1	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	1	V2	PAI2P	894081	ζητεῖτε	ζητειτε	ζητειτε	ζητέω	zhte/w			,	ZHTEI=TE	ZHTE/W
3	1	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
3	1	N2	NSM	9346	ἄγγελος	ἀγγελος	αγγελος	ἄγγελος	a)/ggeloj				A)/GGELOS	A)/GGELOS
3	1	RA	GSF	10	τῆς	της	της	ὁ	o(				TH=S	O(
3	1	N1	GSF	13634	διαθήκης	διαθηκης	διαθηκης	διαθήκη	diaqh/kh			,	DIAQH/KHS	DIAQH/KH
3	1	RR	ASM	14	ὃν	ὁν	ον	ὅς	o(/j				O(\N	O(/S
3	1	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j				U(MEI=S	SU/
3	1	V1	PAI2P	894081	θέλετε	θελετε	θελετε	θέλω	qe/lw			·	QE/LETE	QE/LW
3	1	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού	i)dou/				I)DOU\	I)DOU/
3	1	V1	PMI3S	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e)/rxomai			,	E)/RXETAI	E)/RXOMAI
3	1	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	1	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	1	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
3	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	2	RI	NSM	12	τίς	τις	τις	τίς	ti/j				TI/S	TI/S
3	2	VF2	FAI3S	632961	ὑπομενεῖ	ὑπομενει	υπομενει	ὑπομένω	u(pome/nw				U(POMENEI=	ME/NW            U(PO
3	2	N1A	ASF	13570	ἡμέραν	ἡμεραν	ημεραν	ἡμέρα	h(me/ra				H(ME/RAN	H(ME/RA
3	2	N2	GSF	13634	εἰσόδου	εἰσοδου	εισοδου	εἴσοδος	ei)/sodoj				EI)SO/DOU	EI)/SODOS
3	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			;	AU)TOU=	AU)TO/S
3	2	C		4	ἢ	ἠ	η	ἤ	h)/				H)\	H)/
3	2	RI	NSM	12	τίς	τις	τις	τίς	ti/j				TI/S	TI/S
3	2	VF	FMI3S	637057	ὑποστήσεται	ὑποστησεται	υποστησεται	ὑφίστημι	u(fi/sthmi				U(POSTH/SETAI	I(/STHMI         U(PO
3	2	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	2	RA	DSF	10	τῇ	τη	τη	ὁ	o(				TH=|	O(
3	2	N1A	DSF	13698	ὀπτασίᾳ	ὀπτασια	οπτασια	ὀπτασία	o)ptasi/a				O)PTASI/A|	O)PTASI/A
3	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)to/j			;	AU)TOU=	AU)TO/S
3	2	C		4	διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
3	2	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός	au)to/j				AU)TO\S	AU)TO/S
3	2	V1	PMI3S	636033	εἰσπορεύεται	εἰσπορευεται	εισπορευεται	εἰσπορεύομαι	ei)sporeu/omai				EI)SPOREU/ETAI	POREU/OMAI       EI)S
3	2	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	2	N3	ASN	17666	πῦρ	πυρ	πυρ	πῦρ	pu=r				PU=R	PU=R
3	2	N2N	GSN	17730	χωνευτηρίου	χωνευτηριου	χωνευτηριου	χωνευτήριον	xwneuth/rion				XWNEUTHRI/OU	XWNEUTHRI/ON
3	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	2	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	2	N1A	ASN	17666	πόα	ποα	ποα	πόα	po/a				PO/A	PO/A
3	2	V1	PAPGPM	5154241	πλυνόντων	πλυνοντων	πλυνοντων	πλύνω	plu/nw			.	PLUNO/NTWN	PLU/NW
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	VF2	FMI3S	637057	καθιεῖται	καθιειται	καθιειται	καθίζω	kaqi/zw				KAQIEI=TAI	I(/ZW            KATA
3	3	V1	PAPNSM	4793793	χωνεύων	χωνευων	χωνευων	χωνεύω	xwneu/w				XWNEU/WN	XWNEU/W
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	V1	PAPNSM	4793793	καθαρίζων	καθαριζων	καθαριζων	καθαρίζω	kaqari/zw				KAQARI/ZWN	KAQARI/ZW
3	3	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	3	N2N	ASN	17666	ἀργύριον	ἀργυριον	αργυριον	ἀργύριον	a)rgu/rion				A)RGU/RION	A)RGU/RION
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	3	N2N	ASN	17666	χρυσίον	χρυσιον	χρυσιον	χρυσίον	xrusi/on			·	XRUSI/ON	XRUSI/ON
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	VF2	FAI3S	632961	καθαρίσει	καθαρισει	καθαρισει	καθαρίζω	kaqari/zw				KAQARI/SEI	KAQARI/ZW
3	3	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	3	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός	ui(o/j				UI(OU\S	UI(O/S
3	3	N	GSM	9538	Λευι	λευι	λευι	Λευΐ	Leui/:				*LEUI	*LEUI/
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	VF2	FAI3S	632961	χεεῖ	χεει	χεει	χέω	xe/w				XEEI=	XE/W
3	3	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός	au)to/j				AU)TOU\S	AU)TO/S
3	3	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	3	N2N	ASN	17666	χρυσίον	χρυσιον	χρυσιον	χρυσίον	xrusi/on				XRUSI/ON	XRUSI/ON
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	C		4	ὡς	ὡς	ως	ὥς	w(/j				W(S	W(S
3	3	RA	ASN	10	τὸ	το	το	ὁ	o(				TO\	O(
3	3	N2N	ASN	17666	ἀργύριον	ἀργυριον	αργυριον	ἀργύριον	a)rgu/rion			·	A)RGU/RION	A)RGU/RION
3	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	3	VF	FMI3P	899201	ἔσονται	ἐσονται	εσονται	εἰμί	ei)mi/				E)/SONTAI	EI)MI/
3	3	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
3	3	N2	DSM	9602	κυρίῳ	κυριω	κυριω	κύριος	ku/rioj				KURI/W|	KU/RIOS
3	3	V1	PAPNPM	5055937	προσάγοντες	προσαγοντες	προσαγοντες	προσάγω	prosa/gw				PROSA/GONTES	A)/GW            PROS
3	3	N1A	ASF	13570	θυσίαν	θυσιαν	θυσιαν	θυσία	qusi/a				QUSI/AN	QUSI/A
3	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	3	N1	DSF	13698	δικαιοσύνῃ	δικαιοσυνη	δικαιοσυνη	δικαιοσύνη	dikaiosu/nh			.	DIKAIOSU/NH|	DIKAIOSU/NH
3	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	4	VF	FAI3S	632961	ἀρέσει	ἀρεσει	αρεσει	ἀρέσω	a)re/sw				A)RE/SEI	A)RE/SW
3	4	RA	DSM	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
3	4	N2	DSM	9602	κυρίῳ	κυριω	κυριω	κύριος	ku/rioj				KURI/W|	KU/RIOS
3	4	N1A	NSF	13442	θυσία	θυσια	θυσια	θυσία	qusi/a				QUSI/A	QUSI/A
3	4	N	GSM	9538	Ιουδα	ιουδα	ιουδα	Ἰουδά	I)ouda/				*IOUDA	*IOUDA
3	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	4	N	GSF	13634	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ	I(erousalh/m				*IEROUSALHM	*I)EROUSALH/M
3	4	D		9	καθὼς	καθως	καθως	καθώς	kaqw/j				KAQW\S	KAQW/S
3	4	RA	NPF	10	αἱ	αἱ	αι	ὁ	o(				AI(	O(
3	4	N1A	NPF	13954	ἡμέραι	ἡμεραι	ημεραι	ἡμέρα	h(me/ra				H(ME/RAI	H(ME/RA
3	4	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
3	4	N3W	GSM	9538	αἰῶνος	αἰωνος	αιωνος	αἰών	ai)w/n				AI)W=NOS	AI)W/N
3	4	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	4	D		9	καθὼς	καθως	καθως	καθώς	kaqw/j				KAQW\S	KAQW/S
3	4	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	4	N3E	APN	18178	ἔτη	ἐτη	ετη	ἔτος	e)/toj				E)/TH	E)/TOS
3	4	RA	APN	10	τὰ	τα	τα	ὁ	o(				TA\	O(
3	4	D		9	ἔμπροσθεν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν	e)/mprosqen			.	E)/MPROSQEN	E)/MPROSQEN
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	VF	FAI1S	600193	προσάξω	προσαξω	προσαξω	προσάγω	prosa/gw				PROSA/CW	A)/GW            PROS
3	5	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
3	5	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
3	5	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
3	5	N3I	DSF	13698	κρίσει	κρισει	κρισει	κρίσις	kri/sij				KRI/SEI	KRI/SIS
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	VF	FMI1S	604289	ἔσομαι	ἐσομαι	εσομαι	εἰμί	ei)mi/				E)/SOMAI	EI)MI/
3	5	N3	NSM	9346	μάρτυς	μαρτυς	μαρτυς	μάρτυς	ma/rtuj				MA/RTUS	MA/RTUS
3	5	A3U	NSM	9347	ταχὺς	ταχυς	ταχυς	ταχύς	taxu/j				TAXU\S	TAXU/S
3	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
3	5	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
3	5	N2	APF	14082	φαρμακοὺς	φαρμακους	φαρμακους	φαρμακός	farmako/j				FARMAKOU\S	FARMAKO/S
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
3	5	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
3	5	N3D	APF	14082	μοιχαλίδας	μοιχαλιδας	μοιχαλιδας	μοιχαλίς	moixali/j				MOIXALI/DAS	MOIXALI/S
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	V5	PAPAPM	5121473	ὀμνύοντας	ὀμνυοντας	ομνυοντας	ὀμνύω	o)mnu/w				O)MNU/ONTAS	O)/MNUMI
3	5	RA	DSN	10	τῷ	τω	τω	ὁ	o(				TW=|	O(
3	5	N3M	DSN	17794	ὀνόματί	ὀνοματι	ονοματι	ὄνομα	o)/noma				O)NO/MATI/	O)/NOMA
3	5	RP	GS	13	μου	μου	μου	μου	mou				MOU	E)GW/
3	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
3	5	N3E	DSN	17794	ψεύδει	ψευδει	ψευδει	ψεῦδος	yeu=doj				YEU/DEI	YEU=DOS
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi/				E)PI\	E)PI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	V2	PAPAPM	5121473	ἀποστεροῦντας	ἀποστερουντας	αποστερουντας	ἀποστερέω	a)postere/w				A)POSTEROU=NTAS	STERE/W          A)PO
3	5	N2	ASM	9474	μισθὸν	μισθον	μισθον	μισθός	misqo/j				MISQO\N	MISQO/S
3	5	A1	GSM	9539	μισθωτοῦ	μισθωτου	μισθωτου	μισθωτός	misqwto/j				MISQWTOU=	MISQWTO/S
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	V1	PAPAPM	5121473	καταδυναστεύοντας	καταδυναστευοντας	καταδυναστευοντας	καταδυναστεύω	katadunasteu/w				KATADUNASTEU/ONTAS	DUNASTEU/W       KATA
3	5	N1A	ASF	13570	χήραν	χηραν	χηραν	χήρα	xh/ra				XH/RAN	XH/RA
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	V1	PAPAPM	5121473	κονδυλίζοντας	κονδυλιζοντας	κονδυλιζοντας	κονδυλίζω	konduli/zw				KONDULI/ZONTAS	KONDULI/ZW
3	5	A1	APM	9987	ὀρφανοὺς	ὀρφανους	ορφανους	ὀρφανός	o)rfano/j				O)RFANOU\S	O)RFANO/S
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	V1	PAPAPM	5121473	ἐκκλίνοντας	ἐκκλινοντας	εκκλινοντας	ἐκκλίνω	e)kkli/nw				E)KKLI/NONTAS	KLI/NW           E)K
3	5	N3I	ASF	13570	κρίσιν	κρισιν	κρισιν	κρίσις	kri/sij				KRI/SIN	KRI/SIS
3	5	N2	GSM	9538	προσηλύτου	προσηλυτου	προσηλυτου	προσήλυτος	prosh/lutoj				PROSHLU/TOU	PROSH/LUTOS
3	5	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	5	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
3	5	D		9	μὴ	μη	μη	μή	mh/				MH\	MH/
3	5	V2	PMPAPM	5125569	φοβουμένους	φοβουμενους	φοβουμενους	φοβέω	fobe/w				FOBOUME/NOUS	FOBE/W
3	5	RP	AS	13	με	με	με	μέ	me/			,	ME	E)GW/
3	5	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gw				LE/GEI	LE/GW
3	5	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	5	N3R	NSM	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ	pantokra/twr			.	PANTOKRA/TWR	PANTOKRA/TWR
3	6	C		4	Διότι	διοτι	διοτι	διότι	dio/ti				DIO/TI	DIO/TI
3	6	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ	e)gw/				E)GW\	E)GW/
3	6	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj				KU/RIOS	KU/RIOS
3	6	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(				O(	O(
3	6	N2	NSM	9346	θεὸς	θεος	θεος	θεός	qeo/j				QEO\S	QEO/S
3	6	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw=n			,	U(MW=N	SU/
3	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)				OU)K	OU)
3	6	VM	XPI1S	609409	ἠλλοίωμαι	ἠλλοιωμαι	ηλλοιωμαι	ἀλλοιόω	a)lloio/w			·	H)LLOI/WMAI	A)LLOIO/W
3	6	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
3	6	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei=j			,	U(MEI=S	SU/
3	6	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(o/j				UI(OI\	UI(O/S
